action,gbifID,datasetKey,license,occurrenceID,basisOfRecord,dateIdentified,decimalLatitude,decimalLongitude,country,countryCode,eventDate,year,kingdom,family,identifiedBy,institutionCode,collectionCode,catalogNumber,recordedBy,scientificName,typeStatus,recordedByID,identifiedByID,BIONOMIAcreatedBy,BIONOMIAcreatedByURI,BIONOMIAcreated
recorded,1701071974,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Poaceae,,BIO-UNIPI,WIKITOS,199489,Levier et Sommier,Aira elegans Willd. subsp. elegans,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701071987,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Poaceae,,BIO-UNIPI,WIKITOS,199479,Levier et Sommier,Agrostis stolonifera L. subsp. stolonifera,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701072000,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Poaceae,,BIO-UNIPI,WIKITOS,199492,Levier et Sommier,Aira intermedia Guss.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701072003,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Poaceae,,BIO-UNIPI,WIKITOS,199509,Levier et Sommier,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701072018,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Poaceae,,BIO-UNIPI,WIKITOS,199506,Levier,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701072063,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Poaceae,,BIO-UNIPI,WIKITOS,199893,Levier et Sommier,Achnatherum bromoides (L.) P.Beauv.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701074884,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.381389,11.210556,,IT,1886,,Plantae,Cistaceae,,BIO-UNIPI,WIKITOS,31253,Sommier et Levier,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701075122,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.252801,11.100882,,IT,1886,,Plantae,Ranunculaceae,,BIO-UNIPI,WIKITOS,31436,Levier et Sommier,Clematis flammula L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701075484,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,44.1442760330519,10.667552947998047,,IT,,,Plantae,Colchicaceae,,BIO-UNIPI,WIKITOS,31812,Levier,Colchicum alpinum Lam. & DC.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701076119,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.381389,11.210556,,IT,1886,,Plantae,Fabaceae,,BIO-UNIPI,WIKITOS,32575,Sommier et Levier,Coronilla valentina L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701076919,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.381389,11.210556,,IT,1886,,Plantae,Apiaceae,,BIO-UNIPI,WIKITOS,33267,Sommier et Levier,Crithmum maritimum L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701078088,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,43.496003,10.325808,,IT,1874-06-30,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,85339,Levier,Centaurea aplolepa Moretti subsp. subciliata (DC.) Arcang.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701078115,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.414856,11.160478,,IT,1873-07-05,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,85313,Levier,Centaurea aplolepa Moretti subsp. cosana (Fiori) Dostál,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701078133,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,43.496003,10.325808,,IT,1885-06-30,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,85379,Levier,Centaurea aplolepa Moretti subsp. subciliata (DC.) Arcang.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701078145,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.393759,11.203694,,IT,1886-06-24,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,85323,Levier et Sommier,Centaurea aplolepa Moretti subsp. cosana (Fiori) Dostál,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701078242,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,43.496003,10.325808,,IT,1874-06-30,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,85357,Levier,Centaurea aplolepa Moretti subsp. subciliata (DC.) Arcang.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701078347,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.394619,11.189446,,IT,1886-07,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,85318,Levier et Sommier,Centaurea aplolepa Moretti subsp. cosana (Fiori) Dostál,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701079023,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.252801,11.100882,,IT,1886,,Plantae,Cistaceae,,BIO-UNIPI,WIKITOS,90677,Levier et Sommier,Cistus monspeliensis L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701079031,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.252801,11.100882,,IT,1886,,Plantae,Amaranthaceae,,BIO-UNIPI,WIKITOS,90611,Levier et Sommier,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701079139,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.381389,11.210556,,IT,1886,,Plantae,Cistaceae,,BIO-UNIPI,WIKITOS,90685,Sommier et Levier,Cistus monspeliensis L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701079956,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.252801,11.100882,,IT,1886,,Plantae,Rutaceae,,BIO-UNIPI,WIKITOS,94447,Levier et Sommier,Cneorum tricoccon L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701083530,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Amaranthaceae,,BIO-UNIPI,WIKITOS,147327,Levier et Sommier,Chenopodium vulvaria L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701083539,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Fagaceae,,BIO-UNIPI,WIKITOS,147080,Levier et Sommier,Castanea sativa Mill.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701084068,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Brassicaceae,,BIO-UNIPI,WIKITOS,148729,Levier et Sommier,Cardamine hirsuta L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701084083,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Brassicaceae,,BIO-UNIPI,WIKITOS,148725,Levier et Sommier,Cardamine flexuosa With.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701084507,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Fabaceae,,BIO-UNIPI,WIKITOS,149593,Levier,Cytisus laniger DC.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701084529,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Fabaceae,,BIO-UNIPI,WIKITOS,149652,Levier et Sommier,Coronilla juncea L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701084548,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Fabaceae,,BIO-UNIPI,WIKITOS,149599,Levier et Sommier,Cytisus laniger DC.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701084585,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Fabaceae,,BIO-UNIPI,WIKITOS,149660,Levier et Sommier,Coronilla scorpioides (L.) W.D.J.Koch,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701084603,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Fabaceae,,BIO-UNIPI,WIKITOS,149626,Levier,Cercis siliquastrum L. subsp. siliquastrum,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701084700,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Fabaceae,,BIO-UNIPI,WIKITOS,150469,Levier et Sommier,Cytisophyllum sessilifolium (L.) O.Lang,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701085965,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Euphorbiaceae,,BIO-UNIPI,WIKITOS,170437,Levier et Sommier,Chrozophora tinctoria (L.) A.Juss.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701086208,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Rutaceae,,BIO-UNIPI,WIKITOS,170653,Levier,Cneorum tricoccon L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701086862,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1872,,Plantae,Cistaceae,,BIO-UNIPI,WIKITOS,178605,Levier,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701086927,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Cistaceae,,BIO-UNIPI,WIKITOS,178633,Levier et Sommier,Cistus salviifolius L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087458,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1872,,Plantae,Gentianaceae,,BIO-UNIPI,WIKITOS,186480,Levier,Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch subsp. tenuiflorum,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087459,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Rubiaceae,,BIO-UNIPI,WIKITOS,186988,Levier et Sommier,Crucianella latifolia L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087487,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Primulaceae,,BIO-UNIPI,WIKITOS,185693,Levier et Sommier,Coris monspeliensis L. subsp. annua (Halàcsy & Bald.) Arrigoni,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087506,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Convolvulaceae,,BIO-UNIPI,WIKITOS,187393,Levier,Convolvulus elegantissimus Mill.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087510,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Gentianaceae,,BIO-UNIPI,WIKITOS,186468,Levier et Sommier,Centaurium maritimum (L.) Fritsch,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087515,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Rubiaceae,,BIO-UNIPI,WIKITOS,187001,Levier et Sommier,Crucianella maritima L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087521,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Convolvulaceae,,BIO-UNIPI,WIKITOS,187107,Levier,Convolvulus sepium L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087526,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1872,,Plantae,Convolvulaceae,,BIO-UNIPI,WIKITOS,187392,Levier,Convolvulus elegantissimus Mill.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087534,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Convolvulaceae,,BIO-UNIPI,WIKITOS,187126,Levier,Convolvulus arvensis L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087542,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Rubiaceae,,BIO-UNIPI,WIKITOS,186997,Levier,Crucianella maritima L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087567,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Convolvulaceae,,BIO-UNIPI,WIKITOS,187401,Levier et Sommier,Convolvulus elegantissimus Mill.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087593,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Convolvulaceae,,BIO-UNIPI,WIKITOS,187446,Levier et Sommier,Cuscuta approximata Bab. subsp. approximata,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087642,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Lamiaceae,,BIO-UNIPI,WIKITOS,188015,Levier et Sommier,Clinopodium nepeta (L.) Kuntze subsp. nepeta,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087800,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Caprifoliaceae,,BIO-UNIPI,WIKITOS,192527,Levier et Sommier,Centranthus macrosiphon Boiss.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087809,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Caprifoliaceae,,BIO-UNIPI,WIKITOS,192506,Levier et Sommier,Centranthus calcitrapae (L.) Dufr. subsp. calcitrapae,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087841,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Campanulaceae,,BIO-UNIPI,WIKITOS,193339,Levier et Sommier,Campanula rapunculus L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087845,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1872,,Plantae,Dipsacaceae,,BIO-UNIPI,WIKITOS,192589,Levier,Cephalaria leucantha (L.) Roem. & Schult.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087853,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Dipsacaceae,,BIO-UNIPI,WIKITOS,192591,Levier et Sommier,Cephalaria leucantha (L.) Roem. & Schult.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087870,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Campanulaceae,,BIO-UNIPI,WIKITOS,193323,Levier et Sommier,Campanula erinus L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087871,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,193628,Levier et Sommier,Carlina lanata L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087875,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,193683,Levier et Sommier,Centaurea aplolepa Moretti subsp. cosana (Fiori) Dostál,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087895,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,193613,Levier et Sommier,Carduus nutans L. subsp. nutans,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087935,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,193637,Levier et Sommier,Centaurea aspera L. subsp. aspera,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087942,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,193670,Levier et Sommier,Centaurea melitensis L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087944,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,193687,Levier et Sommier,Centaurea aplolepa Moretti subsp. cosana (Fiori) Dostál,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701087975,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,193686,Levier,Centaurea aplolepa Moretti subsp. cosana (Fiori) Dostál,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088292,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197579,Levier et Sommier,Crepis leontodontoides All.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088295,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197545,Levier et Sommier,Cirsium creticum (Lam.) d'Urv. subsp. triumfettii (Lacaita) K.Werner,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088321,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197569,Levier et Sommier,Crepis bursifolia L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088328,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197525,Levier et Sommier,Centaurea sphaerocephala L. subsp. sphaerocephala,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088333,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197522,Levier et Sommier,Centaurea solstitialis L. subsp. solstitialis,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088336,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197518,Levier,Centaurea solstitialis L. subsp. solstitialis,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088378,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197574,Levier,Crepis foetida L. subsp. foetida,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088440,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197621,Levier,Crupina vulgaris Cass.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088445,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1873,,Plantae,Cymodoceaceae,,BIO-UNIPI,WIKITOS,198377,Levier,Cymodocea nodosa (Ucria) Asch.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
recorded,1701088449,5445131a-b491-44d8-9974-3ec52bde0c47,CC_BY_NC_4_0,,PRESERVED_SPECIMEN,,42.411119,11.145667,,IT,1886,,Plantae,Asteraceae,,BIO-UNIPI,WIKITOS,197622,Levier et Sommier,Crupina vulgaris Cass.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:25 UTC
